point,plot,landscape,salinity.exposure,DateTime.PST,date,time.local,DateTimeLocal,Type,source,tide.note,tide.flow,tide.period,depth.cm,water.vial.id,ghg.id,filter.id,filter.volume.ml,salinity.psu,temperature.c,ph,do.mgl,orp.mv,fe2.mgl,hs.mgl,doc.mgl,tdn.mgl,CO2.umolar,CH4.umolar,N2O.umolar,d13ch4.permil,O2.umolar,CO2.stddev.umolar,CH4.stddev.umolar,N2O.stddev.umolar,d13ch4.stddev.permil,Sensor.HydraulicHead.m,Sensor.T.C,Sensor.S.PSU,Sensor.pH,Sensor.Note,Notes,alkalinity.caco3.mgl,tss.mgl,cdom,conductivity.uscm,spc.uscm,do.perc,pressure.mmhg,co2.ppm,ch4.ppm,n2o.ppm,nh3.ppm.for.reference.only,co2.stddev.ppm,ch4.stddev.ppm,n2o.stddev.ppm,nh3.stddev.ppm.for.reference.only,Kh.CO2,Kh.CH4,Kh.N2O,d13ch4.permil.raw,d13ch4.stddev.permil.raw,Filled.salinity.psu,Filled.temperature.c,Filled.ph,Fill.Notes
BC03,mouth,floodplain,medium,4/17/2018 13:30,4/17/2018,2:30:00 PM,4/17/2018 14:30,Porewater,sipper,NA,flood,high tide,60,3618-43,NA,NA,NA,4.7,11.4,NA,NA,NA,NA,NA,32.865,NA,1852.645724,3.402560745,-0.001187799,-55.01,NA,1.770134014,0.009701491,0.000505857,4.8099,2.475,10.38,1.50457182,NA,, ,NA,NA,0.406,NA,NA,NA,NA,43110,68.16,-0.02736,NA,41.19,0.19434,0.011652,NA,0.042974849,0.049920199,0.043413717,-55.01,4.8099,4.7,11.4,NA,NA
BC02,mouth,river.bank,medium,4/17/2018 14:00,4/17/2018,3:00:00 PM,4/17/2018 15:00,Porewater,sipper,NA,ebb,high tide,60,3618-47,NA,NA,NA,7.4,10.5,NA,NA,NA,NA,NA,22.005,NA,1087.67226,29.3190183,0.013757649,-56.32,NA,0.347194485,0.174310454,0.001094103,1.28,NA,NA,NA,NA,, ,NA,NA,0.275,NA,NA,NA,NA,27753,504.6,0.279,NA,8.859,3,0.022188,NA,0.03919116,0.058103485,0.049310569,-56.32,1.28,7.4,10.5,NA,NA
BC02,mouth,river.bank,medium,4/18/2018 7:20,4/18/2018,8:20:00 AM,4/18/2018 8:20,Porewater,sipper,not flooded,ebb,low tide,60,3618-49,NA,NA,NA,1.7,9.8,NA,NA,NA,NA,NA,32.385,NA,732.5524789,3.060230014,0.057967831,-89.4,NA,0.774109092,0.00268913,0.000396928,4.25,2.455666667,9.223333333,1.587919191,NA,, ,NA,NA,0.254,NA,NA,NA,NA,14067,68.28,1.4055,NA,14.865,0.06,0.009624,NA,0.052075956,0.044818834,0.041243565,-89.4,4.25,1.7,9.8,NA,NA
BC03,mouth,floodplain,medium,4/18/2018 7:43,4/18/2018,8:43:00 AM,4/18/2018 8:43,Porewater,sipper,flooded,ebb,low tide,60,3618-51,NA,NA,NA,4.5,10.5,NA,NA,NA,NA,NA,26.45,NA,1985.138926,0.492223727,-0.003104856,NA,NA,2.186471474,0.000908441,0.001066961,NA,2.4957,9.66,1.87200679,NA,, ,NA,NA,0.238,NA,NA,NA,NA,44370,9.753,-0.06984,NA,48.87,0.018,0.024,NA,0.044740566,0.050468956,0.044456705,NA,NA,4.5,10.5,NA,NA
BC04,mouth,hillslope,medium,4/18/2018 8:06,4/18/2018,9:06:00 AM,4/18/2018 9:06,Porewater,sipper,flooded,flood,low tide,60,3618-53,NA,NA,NA,0.4,9.2,NA,NA,NA,NA,NA,21.71,NA,856.744807,2.160742637,0.012149451,NA,NA,3.028383105,0.004103488,0.000602159,NA,2.5948,8.4283652,1.789462588,NA,, ,NA,NA,0.177,NA,NA,NA,NA,15192,50.55,0.3018,NA,53.7,0.096,0.014958,NA,0.056394471,0.042744661,0.04025663,-109.25,6.44,0.4,9.2,NA,NA
BC22,freshwater,freshwater.wetland.edge,none,4/18/2018 10:00,4/18/2018,11:00:00 AM,4/18/2018 11:00,Porewater,sipper,NA,flood,low tide,60,3618-23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3.302,NA,276.793571,4.468909549,0.022688931,-60.88,NA,0.111001319,0.003248128,0.000737452,3.9,NA,8.346,NA,NA,"temp from BC11 Exo 4/18/2018 10:00, Salinity filled as 0", ,NA,NA,0.022,NA,NA,NA,NA,4680,104.22,0.5538,NA,1.8768,0.07575,0.018,NA,0.059143925,0.042879577,0.040969539,-60.88,3.9,0,8.346,NA,sensor-filled T
BC02,mouth,river.bank,medium,7/11/2018 10:30,7/11/2018,11:30:00 AM,7/11/2018 11:30,Porewater,sipper,not flooded,flood,high tide,60,3621-1,NA,NA,NA,6.4,19.6,NA,NA,NA,NA,NA,17.415,NA,1078.252902,13.84178879,0.010156865,NA,NA,1.191273494,0.138417888,0.000111153,NA,2.029,13.99339,7.477780767,NA,, ,NA,NA,0.16,NA,NA,NA,NA,35490,300.3,0.28455,NA,39.21,3.003,0.003114,NA,0.030381879,0.046093203,0.035694483,NA,NA,6.4,19.6,NA,NA
BC03,mouth,floodplain,medium,7/11/2018 11:07,7/11/2018,12:07:00 PM,7/11/2018 12:07,Porewater,sipper,not flooded,flood,high tide,60,3621-3,NA,NA,NA,10.2,19.9,NA,NA,NA,NA,NA,12.78,NA,1643.627764,2.475293131,0.001432161,NA,NA,2.486128036,0.001962758,0.000474926,NA,2.290133333,14.79,13.88391074,NA,, ,NA,NA,0.052,NA,NA,NA,NA,65550,44.19,0.03492,NA,99.15,0.03504,0.01158,NA,0.025074413,0.05601478,0.041012622,NA,NA,10.2,19.9,NA,NA
BC04,mouth,hillslope,medium,7/11/2018 11:35,7/11/2018,12:35:00 PM,7/11/2018 12:35,Porewater,sipper,not flooded,flood,high tide,60,3621-5,NA,NA,NA,5.5,15.4,NA,NA,NA,NA,NA,7.3,NA,1085.662828,31.99182099,0.009080975,NA,NA,16.98419578,0.070390587,0.00313871,NA,2.386,11.77,2.614236876,NA,, ,NA,NA,0.046,NA,NA,NA,NA,29973,671.1,0.23166,NA,468.9,1.4766,0.08007,NA,0.03622136,0.047670721,0.03919958,NA,NA,5.5,15.4,NA,NA
BC02,mouth,river.bank,medium,7/11/2018 15:31,7/11/2018,4:31:00 PM,7/11/2018 16:31,Porewater,sipper,not flooded,ebb,low tide,60,3621-7,NA,NA,NA,6.2,20.2,NA,NA,NA,NA,NA,24.6,NA,57.89617911,0.274681966,0.034529369,NA,NA,0.088976525,7.87E-05,0.000628984,NA,2.0421,14.00215933,7.47689708,NA,, ,NA,NA,0.151,NA,NA,NA,NA,1922.4,6.087,0.9921,NA,2.9544,0.0017448,0.018072,NA,0.030116614,0.045126001,0.034804324,NA,NA,6.2,20.2,NA,NA
BC03,mouth,floodplain,medium,7/11/2018 16:00,7/11/2018,5:00:00 PM,7/11/2018 17:00,Porewater,sipper,not flooded,ebb,low tide,60,3624-89,NA,NA,NA,9.3,18.4,NA,NA,NA,NA,NA,11.865,NA,985.3293428,4.618279296,0.017013074,NA,NA,0.456085555,0.004077563,0.00073496,NA,2.233,15.1,13.77701558,NA,, ,NA,NA,0.279,NA,NA,NA,NA,35880,84.3,0.4116,NA,16.608,0.07443,0.017781,NA,0.027461799,0.054783859,0.041333998,NA,NA,9.3,18.4,NA,NA
BC04,mouth,hillslope,medium,7/11/2018 16:22,7/11/2018,5:22:00 PM,7/11/2018 17:22,Porewater,sipper,not flooded,ebb,low tide,60,3624-91,NA,NA,NA,5.2,14.2,NA,NA,NA,NA,NA,7.32,NA,801.0164795,27.47962284,0.017608362,NA,NA,8.34487689,0.23956224,0.000925496,NA,2.404333333,12.05666667,2.587178528,NA,, ,NA,NA,0.238,NA,NA,NA,NA,20964,570.9,0.4371,NA,218.4,4.977,0.022974,NA,0.038209143,0.048133864,0.040284516,NA,NA,5.2,14.2,NA,NA
BC12,middle,river.bank,low,7/12/2018 9:53,7/12/2018,10:53:00 AM,7/12/2018 10:53,Porewater,sipper,not flooded,flood,high tide,60,3624-93,NA,NA,NA,6.8,19.1,NA,NA,NA,NA,NA,29.83,NA,602.1592323,15.61603124,0.081190576,NA,NA,2.35378786,0.0674225,0.000985499,NA,2.165466667,13.78,14.4545131,NA,, ,NA,NA,0.518,NA,NA,NA,NA,19893,328.8,2.2071,NA,77.76,1.4196,0.02679,NA,0.030269906,0.047494012,0.036786088,NA,NA,6.8,19.1,NA,NA
BC13,middle,floodplain,low,7/12/2018 10:32,7/12/2018,11:32:00 AM,7/12/2018 11:32,Porewater,sipper,not flooded,flood,high tide,60,3624-95,NA,NA,NA,7,21,NA,NA,NA,NA,NA,21.925,NA,1163.126164,50.23163993,0.003376462,NA,NA,19.78417371,0.377921351,0.002640526,NA,2.490733333,14.26,14.4098993,NA,, ,NA,NA,0.275,NA,NA,NA,NA,41130,1081.8,0.09621,NA,699.6,8.139,0.07524,NA,0.028279265,0.046433389,0.035094715,NA,NA,7,21,NA,NA
BC14,middle,hillslope,low,7/12/2018 10:58,7/12/2018,11:58:00 AM,7/12/2018 11:58,Porewater,sipper,not flooded,flood,high tide,60,3624-9,NA,NA,NA,4.2,17,NA,NA,NA,NA,NA,9.82,NA,1655.215276,135.2694744,0.162069063,NA,NA,7.405661448,0.003498348,0.006927867,NA,2.588066667,12.55933333,4.807231327,NA,, ,NA,NA,0.256,NA,NA,NA,NA,45240,3132,4.566,NA,202.41,0.081,0.19518,NA,0.036587429,0.043189487,0.035494758,NA,NA,4.2,17,NA,NA
BC12,middle,river.bank,low,7/12/2018 13:31,7/12/2018,2:31:00 PM,7/12/2018 14:31,Porewater,sipper,not flooded,ebb,high tide,60,3624-11,NA,NA,NA,5,21.5,NA,NA,NA,NA,NA,22.58,NA,639.6816195,11.21333142,0.011398224,NA,NA,1.628899935,0.138661477,0.000539113,NA,2.1599,13.75,14.20988762,NA,, ,NA,NA,0.399,NA,NA,NA,NA,20841,270.99,0.3564,NA,53.07,3.351,0.016857,NA,0.030693423,0.041379134,0.031981548,NA,NA,5,21.5,NA,NA
BC13,middle,floodplain,low,7/12/2018 14:09,7/12/2018,3:09:00 PM,7/12/2018 15:09,Porewater,sipper,not flooded,ebb,high tide,60,3624-13,NA,NA,NA,5.9,18,NA,NA,NA,NA,NA,20.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4657,14.247,14.2905703,NA,, ,NA,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032705589,0.046244134,0.036720227,NA,NA,5.9,18,NA,NA
BC14,middle,hillslope,low,7/12/2018 14:32,7/12/2018,3:32:00 PM,7/12/2018 15:32,Porewater,sipper,not flooded,ebb,high tide,60,3624-15,NA,NA,NA,3.8,17,NA,NA,NA,NA,NA,27.155,NA,1957.565888,35.66734679,-0.092810601,NA,NA,48.54763401,8.963800821,0.038775092,NA,2.580066667,12.56,4.730174797,NA,, ,NA,NA,0.336,NA,NA,NA,NA,52500,843,-2.6547,NA,1302,211.86,1.1091,NA,0.037286969,0.04231002,0.034960862,NA,NA,3.8,17,NA,NA
BC02,mouth,river.bank,medium,7/19/2018 7:35,7/19/2018,8:35:00 AM,7/19/2018 8:35,Porewater,sipper,not flooded,ebb,high tide,60,3621-23,NA,NA,NA,6.4,17.4,6.97,NA,NA,NA,NA,24.66,NA,982.3453636,6.165703199,0.008494281,NA,NA,13.25092106,0.025904017,0.00045793,NA,2.240666667,14.67,12.9333865,NA,, ,NA,NA,0.002,NA,NA,NA,NA,30180,128.46,0.22287,NA,407.1,0.5397,0.012015,NA,0.032549548,0.047997067,0.038113166,NA,NA,6.4,17.4,6.97,NA
BC03,mouth,floodplain,medium,7/19/2018 8:20,7/19/2018,9:20:00 AM,7/19/2018 9:20,Porewater,sipper,not flooded,ebb,high tide,60,3624-17,NA,NA,NA,15.4,16.6,5.83,NA,NA,NA,NA,7.82,NA,986.1861497,5.424451239,0.00732404,NA,NA,2.506065335,0.00100117,0.000733227,NA,2.051333333,15.99333333,18.01121084,NA,, ,NA,NA,0,NA,NA,NA,NA,45180,70.17,0.1335,NA,114.81,0.012951,0.013365,NA,0.021827936,0.077304421,0.054861722,NA,NA,15.4,16.6,5.83,NA
BC04,mouth,hillslope,medium,7/19/2018 8:35,7/19/2018,9:35:00 AM,7/19/2018 9:35,Porewater,sipper,not flooded,ebb,low tide,60,3624-23,NA,NA,NA,8.4,13.8,5.56,NA,NA,NA,NA,4.696,NA,938.8698737,30.26820046,0.008521135,NA,NA,16.12493994,0.359595109,0.000835446,NA,2.476666667,12.47,4.612648462,NA,, ,NA,NA,0,NA,NA,NA,NA,28140,531.3,0.18558,NA,483.3,6.312,0.018195,NA,0.033364246,0.056970074,0.045916238,NA,NA,8.4,13.8,5.56,NA
BC12,middle,river.bank,low,7/19/2018 10:13,7/19/2018,11:13:00 AM,7/19/2018 11:13,Porewater,sipper,not flooded,ebb,low tide,60,3621-9,NA,NA,NA,4.1,16.3,6.94,NA,NA,NA,NA,25.19,NA,842.1324363,8.095976788,0.018663655,NA,NA,0.638956288,0.004142128,0.000333799,NA,2.147,14.43566667,13.20267367,NA,, ,NA,NA,0.047,NA,NA,NA,NA,22407,185.76,0.5163,NA,17.001,0.09504,0.009234,NA,0.037583453,0.043582993,0.036148856,NA,NA,4.1,16.3,6.94,NA
BC13,middle,floodplain,low,7/19/2018 10:38,7/19/2018,11:38:00 AM,7/19/2018 11:38,Porewater,sipper,not flooded,ebb,low tide,60,3624-21,NA,NA,NA,9.9,18.2,6.6,NA,NA,NA,NA,17.485,NA,19.68562282,0.339261206,0.012657362,NA,NA,6.214307129,0.158435324,0.006619655,NA,2.371,14.88,13.29886521,NA,, ,NA,NA,0.037,NA,NA,NA,NA,732.9,5.982,0.29754,NA,231.36,2.7936,0.15561,NA,0.026859903,0.056713675,0.042540035,NA,NA,9.9,18.2,6.6,NA
BC14,middle,hillslope,low,7/19/2018 10:50,7/19/2018,11:50:00 AM,7/19/2018 11:50,Porewater,sipper,not flooded,ebb,low tide,60,3624-19,NA,NA,NA,3.9,14.9,6.47,NA,NA,NA,NA,13.21,NA,2589.212792,49.69405365,-0.073740663,NA,NA,18.54709669,15.5119009,0.04656357,NA,2.533666667,13.11,4.474917851,NA,, ,NA,NA,0.012,NA,NA,NA,NA,65250,1118.7,-1.965,NA,467.4,349.2,1.2408,NA,0.039681422,0.044421251,0.037527055,NA,NA,3.9,14.9,6.47,NA
BC22,freshwater,freshwater.wetland.edge,none,7/19/2018 12:11,7/19/2018,1:11:00 PM,7/19/2018 13:11,Porewater,sipper,NA,flood,low tide,60,3621-13,NA,NA,NA,0,14.8,6.69,NA,NA,NA,NA,8.1,NA,485.1839593,106.4963948,0.00265087,NA,NA,8.878078121,10.31179944,0.000217795,NA,NA,NA,NA,NA,Salinity filled as 0, ,NA,NA,0,90.8,NA,NA,NA,10155,2912.7,0.08139,NA,185.82,282.03,0.006687,NA,0.047777839,0.036562775,0.032569968,NA,NA,0,14.8,6.69,NA
BC92,marsh,river.bank,high,8/21/2018 12:55,8/21/2018,1:55:00 PM,8/21/2018 13:55,Porewater,well,NA,ebb,low tide,100,NA,NA,NA,NA,18.95,15.2,5.68,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.695606,NA,NA,NA,NA,NA,NA,NA,NA,,Duplicate DateTime-ok ,NA,NA,NA,NA,NA,46.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019406531,0.0945867,0.065143311,NA,NA,18.95,15.2,5.68,NA
BC92,marsh,river.bank,high,8/21/2018 12:55,8/21/2018,1:55:00 PM,8/21/2018 13:55,Porewater,sipper,NA,ebb,low tide,60,"3624-27, 3624-30,",NA,3624-214,68,16.71,22.1,5.72,1.58,NA,NA,NA,7.67,1,276.6065379,0.36343787,0.035080901,NA,49.37808613,0.153499744,0.004145679,0.008995103,NA,NA,NA,NA,NA,,"***Starting using YSI handheld instead of Ekton sensor, Duplicate DateTime-ok ",NA,NA,NA,NA,NA,20.01,NA,16218,4.734,0.702,NA,9,0.054,0.18,NA,0.017055527,0.076771836,0.049972794,453,115.8,16.71,22.1,5.72,NA
BC94,marsh,floodplain,high,8/21/2018 14:15,8/21/2018,3:15:00 PM,8/21/2018 15:15,Porewater,sipper,NA,ebb,low tide,60,"3624-29, 3624-32,",NA,3624-215,73,15.47,27.5,5.88,5.88,NA,NA,NA,7.35,0.89,280.9530494,0.269886,0.023351484,NA,183.7614851,0.338376797,0.000809982,0.000753274,NA,NA,NA,NA,NA,,"Water was bubbly coming out of sipper, so DO reading may not be accurate, Duplicate DateTime-ok ",NA,NA,NA,NA,NA,81.2,NA,18318,3.9984,0.558,NA,22.062,0.012,0.018,NA,0.01533754,0.067498499,0.041848537,NA,NA,15.47,27.5,5.88,NA
BC94,marsh,floodplain,high,8/21/2018 14:15,8/21/2018,3:15:00 PM,8/21/2018 15:15,Porewater,well,NA,ebb,low tide,100,"3624-29, 3624-32,",NA,3624-215,73,11.98,17.1,6.29,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.1336334,NA,NA,NA,NA,NA,NA,NA,NA,,Duplicate DateTime-ok ,NA,NA,NA,NA,NA,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025228934,0.064333541,0.047526969,NA,NA,11.98,17.1,6.29,NA
BC96,marsh,hillslope,high,8/21/2018 14:54,8/21/2018,3:54:00 PM,8/21/2018 15:54,Porewater,sipper,NA,flood,low tide,60,"3624-31, 3624-34,",NA,3624-216,60,3.39,22.1,6.41,0.11,NA,NA,NA,8.68,4.69,1258.828497,197.0207288,-0.003539475,-80.2,3.437714857,1.181925093,1.014060711,0.005132239,1.1,NA,NA,NA,NA,,Duplicate DateTime-ok ,NA,NA,NA,NA,NA,1.4,NA,38598,5245.8,-0.12,NA,36.24,27,0.174,NA,0.032613827,0.037557804,0.029495629,-80.2,1.1,3.39,22.1,6.41,NA
BC96,marsh,hillslope,high,8/21/2018 14:54,8/21/2018,3:54:00 PM,8/21/2018 15:54,Porewater,well,NA,flood,low tide,100,"3624-31, 3624-34,",NA,3624-216,60,3.04,14.1,6.5,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.56791049,NA,NA,NA,NA,NA,NA,NA,NA,,Duplicate DateTime-ok ,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042395225,0.043282645,0.037316972,NA,NA,3.04,14.1,6.5,NA
BC02,mouth,river.bank,medium,8/22/2018 7:39,8/22/2018,8:39:00 AM,8/22/2018 8:39,Porewater,sipper,not flooded,flood,high tide,60,"3624-33, 3624-26,",NA,3624-217,115,7.5,15.6,6.62,4.2,NA,NA,NA,25.75,3.74,1057.652146,13.58496625,0.02866386,-73.8,131.2582036,1.49380344,0.009460283,0.002266913,1.7,2.1194,15.097,12.47665465,NA,,"pH reading w/ Ekton sensor b/c YSI malfunction, Duplicate DateTime-ok ",NA,NA,NA,NA,NA,43.9,NA,32286,258.48,0.6828,NA,45.6,0.18,0.054,NA,0.032758847,0.052557127,0.041979877,-73.8,1.7,7.5,15.6,6.62,NA
BC03,mouth,floodplain,medium,8/22/2018 8:30,8/22/2018,9:30:00 AM,8/22/2018 9:30,Porewater,sipper,not flooded,flood,high tide,60,NA,NA,3624-213,300,7.5,15.6,6.62,4.2,NA,NA,NA,10.24,1.26,1599.352446,39.70165393,0.008815774,-44.6,131.2582036,2.515879478,1.860522305,0.005037585,3,1.981,16.8,14.79813283,NA,,"pH w/ Ekton sensor, Duplicate DateTime-ok ",NA,NA,NA,NA,NA,43.9,NA,48822,755.4,0.21,NA,76.8,35.4,0.12,NA,0.032758847,0.052557127,0.041979877,-44.6,3,7.5,15.6,6.62,NA
BC03,mouth,floodplain,medium,8/22/2018 8:30,8/22/2018,9:30:00 AM,8/22/2018 9:30,Porewater,well,not flooded,flood,high tide,100,NA,NA,3624-213,300,18.93,16.8,6.46,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.38089881,NA,NA,NA,NA,1.981,16.8,14.79813283,NA,Sample and sensor at different depths,Duplicate DateTime - ok ,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018344565,0.092382428,0.06235145,NA,NA,18.93,16.8,6.46,NA
BC02,mouth,river.bank,medium,8/22/2018 9:20,8/22/2018,10:20:00 AM,8/22/2018 10:20,Porewater,well,not flooded,flood,high tide,100,NA,NA,NA,NA,16.4,14.4,6.31,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.81392587,NA,NA,NA,NA,2.118333333,15.09,12.45001637,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022504353,0.084186348,0.060593835,NA,NA,16.4,14.4,6.31,NA
BC04,mouth,hillslope,medium,8/22/2018 9:25,8/22/2018,10:25:00 AM,8/22/2018 10:25,Porewater,sipper,not flooded,flood,high tide,60,NA,NA,NA,NA,4.51,12.5,5.56,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31314457,NA,NA,NA,NA,2.394,13.25,6.204037449,NA,, ,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041758414,0.048248761,0.041542184,NA,NA,4.51,12.5,5.56,NA
BC04,mouth,hillslope,medium,8/22/2018 9:45,8/22/2018,10:45:00 AM,8/22/2018 10:45,Porewater,sipper,not flooded,flood,high tide,60,"3624-35, 3621-12,",NA,3624-218,300,10.19,13.7,5.24,0.8,NA,NA,NA,3.59,1.53,710.2998991,21.60060675,0.032293096,-31.9,25.0015626,0.743014727,0.006367441,0.001771102,3.4,2.394,13.25,6.202260451,NA,, ,NA,NA,NA,NA,NA,8.4,NA,23058,346.02,0.6564,NA,24.12,0.102,0.036,NA,0.030804922,0.062425891,0.049197282,-31.9,3.4,10.19,13.7,5.24,NA
BC12,middle,river.bank,low,8/22/2018 11:56,8/22/2018,12:56:00 PM,8/22/2018 12:56,Porewater,sipper,not flooded,ebb,high tide,60,"3621-11, 3624-40,",NA,3621-206,180,8.2,15.9,6.64,4.05,NA,NA,NA,NA,NA,366.0829468,10.17618538,0.053290062,-43.2,126.5704107,0.508448537,0.14620956,0.001793416,2.6,2.138866667,14.97,13.4730179,NA,, ,NA,NA,NA,NA,NA,43,NA,11664,187.92,1.248,NA,16.2,2.7,0.042,NA,0.031385712,0.054151689,0.04270037,-43.2,2.6,8.2,15.9,6.64,NA
BC12,middle,river.bank,low,8/22/2018 12:10,8/22/2018,1:10:00 PM,8/22/2018 13:10,Porewater,well,not flooded,ebb,high tide,100,NA,NA,NA,NA,16.69,14.5,6.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.1314457,NA,NA,NA,NA,2.138,14.97,13.46873815,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022122155,0.08528772,0.061073916,NA,NA,16.69,14.5,6.5,NA
BC13,middle,floodplain,low,8/22/2018 12:53,8/22/2018,1:53:00 PM,8/22/2018 13:53,Porewater,sipper,not flooded,ebb,high tide,60,"3624-39, 3624-38,",NA,3624-220,180,7.01,16.4,6.54,0.95,NA,NA,NA,26.76,2.9,1892.405688,437.0325822,-0.049315675,-77.9,29.68935558,2.821561598,0.151431941,0.049725835,1.1,2.308766667,15.75233333,13.63693684,NA,,Duplicate DateTime - ok ,NA,NA,NA,NA,NA,10.2,NA,57948,8658,-1.2264,NA,86.4,3,1.2366,NA,0.032656963,0.050477314,0.040211738,-77.9,1.1,7.01,16.4,6.54,NA
BC13,middle,floodplain,low,8/22/2018 12:53,8/22/2018,1:53:00 PM,8/22/2018 13:53,Porewater,well,not flooded,ebb,high tide,100,"3624-39, 3624-38,",NA,3624-220,180,15.34,15.7,6.41,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.875429714,NA,NA,NA,NA,2.308766667,15.75233333,13.63693684,NA,Sample and sensor at different depths,Duplicate DateTime - ok ,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022585456,0.078157291,0.056135729,NA,NA,15.34,15.7,6.41,NA
BC14,middle,hillslope,low,8/22/2018 13:45,8/22/2018,2:45:00 PM,8/22/2018 14:45,Porewater,sipper,not flooded,ebb,low tide,60,"3624-37, 3624-48,",NA,3624-219,81,3.33,14.7,6.22,1.04,NA,NA,NA,12.95,1.98,1781.84214,491.5561082,-0.013313165,NA,32.50203138,2.163313869,8.764783516,0.002218861,NA,2.4935,13.69,5.532144981,6.02,, ,NA,NA,NA,NA,NA,10.4,NA,43440,11340,-0.36,NA,52.74,202.2,0.06,NA,0.041018465,0.043347099,0.036981013,NA,NA,3.33,14.7,6.22,NA
BC02,mouth,river.bank,medium,8/22/2018 15:33,8/22/2018,4:33:00 PM,8/22/2018 16:33,Porewater,sipper,not flooded,ebb,low tide,60,"3624-47, 3624-46,",NA,3624-224,120,7.27,15.8,6.45,0.63,NA,NA,NA,25.9,3.48,1033.908979,24.86266188,0.021839859,-71.4,19.68873055,1.677782803,0.03104728,0.001719889,2.2,2.1152,15.09,12.35238799,NA,, ,NA,NA,NA,NA,NA,6.7,NA,31428,480.48,0.528,NA,51,0.6,0.04158,NA,0.032897702,0.051745467,0.041363369,-71.4,2.2,7.27,15.8,6.45,NA
BC02,mouth,river.bank,medium,8/22/2018 15:45,8/22/2018,4:45:00 PM,8/22/2018 16:45,Porewater,well,not flooded,ebb,low tide,100,NA,NA,NA,NA,13.62,14.1,6.88,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.1380086,NA,NA,NA,NA,2.116,15.09,12.35003865,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025894653,0.073583554,0.055154302,NA,NA,13.62,14.1,6.88,NA
BC03,mouth,floodplain,medium,8/22/2018 16:20,8/22/2018,5:20:00 PM,8/22/2018 17:20,Porewater,well,not flooded,flood,low tide,100,NA,NA,NA,NA,17.39,15.5,6.69,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.81392587,NA,NA,NA,NA,1.973,16.8,14.31345785,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020656773,0.087006687,0.060952013,NA,NA,17.39,15.5,6.69,NA
BC03,mouth,floodplain,medium,8/22/2018 16:22,8/22/2018,5:22:00 PM,8/22/2018 17:22,Porewater,sipper,not flooded,flood,low tide,60,"3624-45, 3624-16,",NA,3624-223,360,13.26,16.2,6.04,0.58,NA,NA,NA,7.44,1.11,1224.191387,30.64185171,0.006406343,-60.6,18.12613288,1.285445024,0.040582463,0.005828974,0.6,1.973,16.8,14.31198116,NA,, ,NA,NA,NA,NA,NA,6.3,NA,50004,439.44,0.12516,NA,52.506,0.582,0.11388,NA,0.024481869,0.069729318,0.051185231,-60.6,0.6,13.26,16.2,6.04,NA
BC04,mouth,hillslope,medium,8/22/2018 16:40,8/22/2018,5:40:00 PM,8/22/2018 17:40,Porewater,well,not flooded,flood,low tide,100,NA,NA,NA,NA,4.07,15.5,6.69,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.81392587,NA,NA,NA,NA,2.395,13.24333333,6.164934353,NA,Sample and sensor at different depths, ,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038611362,0.044242383,0.037041202,NA,NA,4.07,15.5,6.69,NA
